fecha;customer_name;country;city;ship_mode;categories;product;price;quantity
1/5/12;David To;Germany;Karlsruhe;PLUS;office supplies and binders;Cardinal Binding Machine, ECONOMY;$100;2
1/5/12;Craig Rayner;Germany;Weimar;ECONOMY;furniture and furnishings;Rubbermaid Clock, Erganomic;$49;1
1/5/12;Craig Rayner;Germany;Weimar;ECONOMY;office supplies and storage;Tenex File Cart, Single Width;$363;3
1/5/12;Maddison Newman;United Kingdom;Birmingham;PRIORITY;office supplies and art;Boston Pens, Fluorescent;$15;2
3/5/12;Anna Kelly;Sweden;Huddinge;PLUS;furniture and chairs;SAFCO Steel Folding Chair, Set of Two;$352;8
8/5/12;Eden Gooseberry;United Kingdom;Glasgow;PLUS;office supplies and art;Boston Highlighters, Easy-Erase;$38;2
8/5/12;Eden Gooseberry;United Kingdom;Glasgow;PLUS;office supplies and binders;Wilson Jones Binding Machine, ECONOMY;$245;5
8/5/12;Eden Gooseberry;United Kingdom;Glasgow;PLUS;office supplies and paper;Green Bar Note Cards, Multicolor;$136;4
8/5/12;Gilbert Montgomery;Portugal;Guimar�es;ECONOMY;technology and machines;StarTech Phone, Wireless;$186;5
9/5/12;Angie Massengill;France;Tremblay-en-France;IMMEDIATE;office supplies and fasteners;Stockwell Thumb Tacks, Metal;$55;4
9/5/12;Kristen Holland;France;La Teste-de-Buch;ECONOMY;office supplies and storage;Fellowes Folders, Single Width;$71;3
9/5/12;Alice Black;Netherlands;Amsterdam;PLUS;office supplies and fasteners;Accos Staples, Bulk Pack;$11;2
11/5/12;Abbie Perry;Germany;Hamburg;ECONOMY;furniture and bookcases;Sauder Stackable Bookrack, Pine;$269;2
11/5/12;Abbie Perry;Germany;Hamburg;ECONOMY;furniture and chairs;Harbour Creations Steel Folding Chair, Black;$344;4
11/5/12;Abbie Perry;Germany;Hamburg;ECONOMY;office supplies and art;Boston Sketch Pad, Water Color;$104;2
11/5/12;Abbie Perry;Germany;Hamburg;ECONOMY;office supplies and fasteners;Accos Thumb Tacks, 12 Pack;$26;2
11/5/12;Abbie Perry;Germany;Hamburg;ECONOMY;office supplies and fasteners;Stockwell Clamps, Assorted Sizes;$49;3
11/5/12;Abbie Perry;Germany;Hamburg;ECONOMY;office supplies and storage;Smead Trays, Wire Frame;$171;4
11/5/12;Darcy St George;Italy;Velletri;ECONOMY;office supplies and appliances;Hoover Refrigerator, Silver;$1.054;2
11/5/12;Darcy St George;Italy;Velletri;ECONOMY;office supplies and binders;Acco Binding Machine, ECONOMY;$153;3
11/5/12;Darcy St George;Italy;Velletri;ECONOMY;office supplies and labels;Novimex File Folder Labels, Alphabetical;$56;7
11/5/12;Ewan O'Neill;Spain;Las Rozas de Madrid;PLUS;furniture and bookcases;Bush Floating Shelf Set, Metal;$341;2
11/5/12;Ewan O'Neill;Spain;Las Rozas de Madrid;PLUS;office supplies and labels;Avery Shipping Labels, 5000 Label Set;$110;9
12/5/12;Nate Dacey;Spain;Las Rozas de Madrid;PRIORITY;furniture and furnishings;Advantus Frame, Durable;$108;1
12/5/12;Nate Dacey;Spain;Las Rozas de Madrid;PRIORITY;furniture and furnishings;Tenex Door Stop, Erganomic;$170;4
12/5/12;Nate Dacey;Spain;Las Rozas de Madrid;PRIORITY;office supplies and art;Binney & Smith Pens, Blue;$24;2
12/5/12;Nate Dacey;Spain;Las Rozas de Madrid;PRIORITY;office supplies and art;Sanford Highlighters, Easy-Erase;$32;2
12/5/12;Nate Dacey;Spain;Las Rozas de Madrid;PRIORITY;office supplies and paper;Green Bar Cards & Envelopes, 8.5 x 11;$315;6
12/5/12;Nate Dacey;Spain;Las Rozas de Madrid;PRIORITY;office supplies and storage;Eldon Shelving, Wire Frame;$171;4
12/5/12;Nate Dacey;Spain;Las Rozas de Madrid;PRIORITY;technology and accessories;SanDisk Router, Erganomic;$508;2
13/5/12;Lori Miller;United Kingdom;Manchester;ECONOMY;office supplies and envelopes;Ames Manila Envelope, Set of 50;$74;3
14/5/12;Lilian Macredie;Germany;Langen;ECONOMY;office supplies and art;Binney & Smith Sketch Pad, Water Color;$396;8
14/5/12;Lilian Macredie;Germany;Langen;ECONOMY;office supplies and storage;Tenex Box, Wire Frame;$70;5
14/5/12;Lori Miller;Italy;Cremona;PRIORITY;office supplies and art;Binney & Smith Highlighters, Water Color;$99;5
14/5/12;Lori Miller;Italy;Cremona;PRIORITY;office supplies and binders;Ibico Hole Reinforcements, Durable;$42;5
14/5/12;Lori Miller;Italy;Cremona;PRIORITY;technology and accessories;Enermax Keyboard, Programmable;$170;2
14/5/12;Ali Jerger;United Kingdom;Rugby;ECONOMY;office supplies and storage;Smead Folders, Blue;$52;3
14/5/12;Ali Jerger;United Kingdom;Rugby;ECONOMY;office supplies and storage;Smead Lockers, Blue;$794;4
14/5/12;Ali Jerger;United Kingdom;Rugby;ECONOMY;technology and copiers;HP Copy Machine, Laser;$487;2
15/5/12;Charlie Horrocks;United Kingdom;Walsall;ECONOMY;technology and copiers;HP Fax and Copier, Color;$349;2
15/5/12;Millie Franklin;Italy;Milan;PLUS;furniture and furnishings;Advantus Light Bulb, Black;$80;4
15/5/12;Millie Franklin;Italy;Milan;PLUS;office supplies and paper;Green Bar Cards & Envelopes, Recycled;$338;7
15/5/12;Millie Franklin;Italy;Milan;PLUS;technology and accessories;Enermax Mouse, Erganomic;$114;3
15/5/12;Keith Martinez;France;Narbonne;PLUS;office supplies and art;Binney & Smith Pencil Sharpener, Easy-Erase;$140;5
15/5/12;Keith Martinez;France;Narbonne;PLUS;office supplies and art;Binney & Smith Sketch Pad, Water Color;$99;2
15/5/12;Adam Gibbs;France;Tours;ECONOMY;office supplies and appliances;Hamilton Beach Microwave, Silver;$510;2
16/5/12;Janet Broussard;Spain;Parla;ECONOMY;furniture and bookcases;Sauder Library with Doors, Traditional;$2.713;7
16/5/12;Victoria Bell;United Kingdom;Nottingham;PRIORITY;office supplies and art;BIC Pencil Sharpener, Easy-Erase;$117;4
16/5/12;Victoria Bell;United Kingdom;Nottingham;PRIORITY;office supplies and binders;Avery Hole Reinforcements, Recycled;$10;2
16/5/12;Victoria Bell;United Kingdom;Nottingham;PRIORITY;office supplies and fasteners;Stockwell Push Pins, Bulk Pack;$43;3
17/5/12;Harry Nelson;Spain;Barcelona;ECONOMY;furniture and bookcases;Sauder Library with Doors, Traditional;$1.163;3
17/5/12;Harry Nelson;Spain;Barcelona;ECONOMY;office supplies and appliances;Breville Refrigerator, Silver;$2.080;4
17/5/12;Harry Nelson;Spain;Barcelona;ECONOMY;office supplies and binders;Avery 3-Hole Punch, Recycled;$85;3
17/5/12;Harry Nelson;Spain;Barcelona;ECONOMY;office supplies and storage;Rogers Lockers, Blue;$571;3
17/5/12;Harry Nelson;Spain;Barcelona;ECONOMY;technology and phones;Apple Signal Booster, with Caller ID;$123;1
17/5/12;Harry Nelson;Spain;Barcelona;ECONOMY;technology and phones;Cisco Signal Booster, with Caller ID;$547;4
17/5/12;Jacob Varley;France;Villemomble;ECONOMY;office supplies and binders;Ibico Index Tab, Clear;$62;7
17/5/12;Jacob Varley;France;Villemomble;ECONOMY;office supplies and supplies;Acme Ruler, High Speed;$50;3
18/5/12;Sienna Williamson;Finland;Espoo;PLUS;office supplies and storage;Tenex Shelving, Industrial;$55;1
18/5/12;Charlotte Savage;Spain;Irun;IMMEDIATE;office supplies and art;Sanford Canvas, Fluorescent;$207;4
18/5/12;Charlotte Savage;Spain;Irun;IMMEDIATE;office supplies and supplies;Elite Box Cutter, Easy Grip;$110;3
18/5/12;Maynard Moorman;Spain;Madrid;ECONOMY;furniture and chairs;Hon Executive Leather Armchair, Adjustable;$728;2
18/5/12;Maynard Moorman;Spain;Madrid;ECONOMY;office supplies and appliances;KitchenAid Blender, Silver;$297;3
21/5/12;Scarlett Pollard;Finland;Espoo;ECONOMY;office supplies and binders;Cardinal Index Tab, Durable;$15;2
21/5/12;Evie Flockhart;Spain;Burgos;PLUS;office supplies and art;Sanford Sketch Pad, Easy-Erase;$137;3
21/5/12;Evie Flockhart;Spain;Burgos;PLUS;office supplies and envelopes;GlobeWeis Business Envelopes, Recycled;$32;2
21/5/12;Sherron Henegar;United Kingdom;Harlow;ECONOMY;office supplies and envelopes;GlobeWeis Clasp Envelope, Set of 50;$79;8
21/5/12;Courtney Hancock;United Kingdom;Fareham;IMMEDIATE;office supplies and storage;Eldon Box, Wire Frame;$47;5
21/5/12;Charlie Power;Italy;Cercola;ECONOMY;furniture and furnishings;Eldon Door Stop, Black;$100;2
21/5/12;Jessica Paramor;Italy;Palermo;ECONOMY;office supplies and storage;Fellowes Shelving, Single Width;$69;2
22/5/12;Aidan Hayward;France;Mantes-la-Jolie;PLUS;office supplies and fasteners;Accos Push Pins, Metal;$73;5
22/5/12;Aidan Hayward;France;Mantes-la-Jolie;PLUS;technology and copiers;Brother Personal Copier, High-Speed;$360;3
22/5/12;Elise Ali;Italy;Vicenza;IMMEDIATE;office supplies and art;Stanley Highlighters, Easy-Erase;$15;1
22/5/12;Elise Ali;Italy;Vicenza;IMMEDIATE;office supplies and storage;Fellowes Trays, Wire Frame;$68;2
22/5/12;Aidan Hayward;United Kingdom;London;PLUS;furniture and chairs;Hon Executive Leather Armchair, Adjustable;$827;2
22/5/12;Aidan Hayward;United Kingdom;London;PLUS;office supplies and binders;Ibico Index Tab, Clear;$24;3
22/5/12;Aidan Hayward;United Kingdom;London;PLUS;technology and accessories;SanDisk Mouse, Bluetooth;$103;3
23/5/12;Maynard Moorman;Italy;Turin;ECONOMY;office supplies and art;Boston Canvas, Easy-Erase;$323;6
23/5/12;Maynard Moorman;Italy;Turin;ECONOMY;office supplies and art;Stanley Pencil Sharpener, Water Color;$225;9
24/5/12;Lewis Greenwood;United Kingdom;Coventry;ECONOMY;office supplies and storage;Eldon Shelving, Single Width;$97;2
24/5/12;Julie Ochoa;France;Soissons;ECONOMY;furniture and furnishings;Rubbermaid Frame, Duo Pack;$220;2
24/5/12;Julie Ochoa;France;Soissons;ECONOMY;office supplies and art;Stanley Canvas, Fluorescent;$203;4
24/5/12;Julie Ochoa;France;Soissons;ECONOMY;technology and copiers;Sharp Fax Machine, Color;$758;3
25/5/12;Jodie Mellor;Germany;Pulheim;ECONOMY;office supplies and appliances;Breville Toaster, Red;$69;1
25/5/12;Jodie Mellor;Germany;Pulheim;ECONOMY;technology and phones;Apple Signal Booster, with Caller ID;$683;5
25/5/12;Lauren Saunders;Spain;Alicante;PRIORITY;office supplies and art;Binney & Smith Sketch Pad, Blue;$371;8
25/5/12;Lauren Saunders;Spain;Alicante;PRIORITY;office supplies and paper;SanDisk Cards & Envelopes, Recycled;$97;2
26/5/12;Molly Palmer;France;Drancy;PLUS;office supplies and art;Binney & Smith Pencil Sharpener, Water Color;$209;7
26/5/12;Molly Palmer;France;Drancy;PLUS;office supplies and paper;Enermax Parchment Paper, 8.5 x 11;$117;6
26/5/12;Molly Palmer;France;Drancy;PLUS;office supplies and storage;Tenex Box, Wire Frame;$42;3
28/5/12;Zachary Disher;Italy;Barletta;PRIORITY;technology and copiers;Hewlett Wireless Fax, High-Speed;$1.514;4
29/5/12;Walter Coley;Spain;San Fernando;ECONOMY;office supplies and art;Stanley Highlighters, Water Color;$54;3
29/5/12;Walter Coley;Spain;San Fernando;ECONOMY;office supplies and binders;Avery Index Tab, Clear;$25;4
29/5/12;Walter Coley;Spain;San Fernando;ECONOMY;technology and machines;Okidata Receipt Printer, Wireless;$442;4
29/5/12;Harrison Cooke;United Kingdom;Luton;IMMEDIATE;technology and phones;Nokia Smart Phone, Full Size;$5.725;9
30/5/12;Harry Nelson;Netherlands;Schiedam;PRIORITY;office supplies and fasteners;Stockwell Staples, 12 Pack;$25;5
31/5/12;Joan Douglas;Italy;Imola;PLUS;office supplies and binders;Acco Hole Reinforcements, Durable;$65;8
31/5/12;Joan Douglas;Italy;Imola;PLUS;office supplies and labels;Novimex Round Labels, 5000 Label Set;$13;2
31/5/12;Xavier Burford;United Kingdom;Rotherham;ECONOMY;technology and accessories;Logitech Numeric Keypad, Erganomic;$44;1
31/5/12;Xavier Burford;United Kingdom;Rotherham;ECONOMY;technology and phones;Samsung Smart Phone, VoIP;$1.909;3
31/5/12;Gregory Rodriguez;Germany;Herne;PLUS;office supplies and art;Binney & Smith Markers, Easy-Erase;$122;5
31/5/12;Gregory Rodriguez;Germany;Herne;PLUS;office supplies and paper;Eaton Message Books, Recycled;$102;5
31/5/12;David To;Germany;Hanover;PLUS;furniture and tables;Bevis Conference Table, Fully Assembled;$555;4
1/6/12;Jeffrey Laird;France;Avignon;ECONOMY;office supplies and supplies;Fiskars Scissors, Serrated;$79;4
1/6/12;Jeffrey Laird;France;Avignon;ECONOMY;technology and machines;Konica Receipt Printer, Durable;$312;3
1/6/12;Sophie Franklin;France;Brest;ECONOMY;office supplies and art;Sanford Canvas, Easy-Erase;$102;2
1/6/12;Rhonda Ford;Germany;Dresden;PLUS;office supplies and binders;Acco Index Tab, ECONOMY;$10;2
1/6/12;Sarah Cross;Germany;Hamburg;PLUS;furniture and bookcases;Ikea Library with Doors, Pine;$1.970;6
1/6/12;Sarah Cross;Germany;Hamburg;PLUS;office supplies and art;Stanley Pens, Fluorescent;$34;3
1/6/12;Daniel Howells;United Kingdom;Plymouth;ECONOMY;technology and copiers;Canon Wireless Fax, High-Speed;$377;1
1/6/12;Sophie Franklin;Switzerland;Basel;PLUS;office supplies and art;Binney & Smith Pens, Water Color;$45;3
2/6/12;Hollie Norris;France;Angers;ECONOMY;office supplies and storage;Fellowes Box, Wire Frame;$34;2
2/6/12;Bianca Whitford;France;Clamart;ECONOMY;furniture and chairs;Harbour Creations Chairmat, Set of Two;$134;2
2/6/12;Bianca Whitford;France;Clamart;ECONOMY;office supplies and art;Sanford Pens, Water Color;$43;3
2/6/12;Zona Meyer;Germany;Oldenburg;ECONOMY;office supplies and fasteners;Advantus Paper Clips, Metal;$54;4
2/6/12;Zona Meyer;Germany;Oldenburg;ECONOMY;office supplies and storage;Fellowes Folders, Industrial;$24;1
4/6/12;Jason Roger;France;Grigny;ECONOMY;office supplies and envelopes;Ames Mailers, Security-Tint;$230;6
4/6/12;Gerald Booth;France;Tours;ECONOMY;furniture and chairs;Novimex Chairmat, Adjustable;$265;5
4/6/12;Gerald Booth;France;Tours;ECONOMY;office supplies and paper;Enermax Memo Slips, Premium;$31;2
4/6/12;Lester Wimmer;United Kingdom;Newcastle upon Tyne;ECONOMY;office supplies and binders;Avery Binding Machine, Recycled;$98;2
5/6/12;Joan Douglas;France;Nancy;ECONOMY;office supplies and envelopes;Cameo Clasp Envelope, Security-Tint;$36;3
6/6/12;Georgina Arnold;Italy;Bologna;ECONOMY;furniture and furnishings;Advantus Light Bulb, Black;$40;2
6/6/12;Aaron Davey;France;Palaiseau;ECONOMY;furniture and furnishings;Advantus Frame, Durable;$973;9
6/6/12;Aaron Davey;France;Palaiseau;ECONOMY;office supplies and binders;Acco Index Tab, Clear;$16;2
6/6/12;Aaron Davey;France;Palaiseau;ECONOMY;office supplies and envelopes;Cameo Business Envelopes, Recycled;$77;4
6/6/12;Ebony Northcott;Germany;Heidelberg;ECONOMY;office supplies and art;Sanford Canvas, Blue;$152;3
6/6/12;Alexandra Macdonald;France;Guyancourt;PLUS;office supplies and fasteners;Stockwell Staples, Assorted Sizes;$58;7
6/6/12;Alexandra Macdonald;France;Guyancourt;PLUS;office supplies and labels;Novimex Legal Exhibit Labels, Laser Printer Compatible;$21;2
6/6/12;Claudia Poore;Germany;Berlin;PLUS;office supplies and labels;Harbour Creations Removable Labels, Adjustable;$37;5
7/6/12;Aidan Hayward;Germany;Munich;PRIORITY;technology and phones;Apple Audio Dock, with Caller ID;$501;3
7/6/12;Ruby Frost;United Kingdom;West Bromwich;PRIORITY;office supplies and envelopes;Cameo Interoffice Envelope, Recycled;$92;2
7/6/12;Ruby Frost;United Kingdom;West Bromwich;PRIORITY;office supplies and storage;Smead Folders, Blue;$35;2
8/6/12;Kian Pollard;United Kingdom;Widnes;PLUS;office supplies and art;Binney & Smith Markers, Easy-Erase;$97;4
8/6/12;Kian Pollard;United Kingdom;Widnes;PLUS;office supplies and art;Binney & Smith Sketch Pad, Water Color;$149;3
8/6/12;Kian Pollard;United Kingdom;Widnes;PLUS;office supplies and art;Boston Pens, Water Color;$104;6
8/6/12;Kian Pollard;United Kingdom;Widnes;PLUS;technology and copiers;HP Fax Machine, High-Speed;$1.491;5
8/6/12;Max Ronald;France;Bonneuil-sur-Marne;ECONOMY;office supplies and storage;Tenex Trays, Single Width;$146;3
8/6/12;Lewis Greenwood;France;Mont-Saint-Aignan;ECONOMY;office supplies and art;Boston Pens, Water Color;$52;3
8/6/12;Makayla Elphinstone;Italy;Turin;ECONOMY;office supplies and storage;Rogers File Cart, Single Width;$510;6
9/6/12;Rose Heap;Spain;Madrid;ECONOMY;office supplies and supplies;Fiskars Letter Opener, High Speed;$55;2
9/6/12;Mike Obrien;Sweden;Uppsala;ECONOMY;furniture and chairs;Office Star Bag Chairs, Black;$159;6
9/6/12;Mike Obrien;Sweden;Uppsala;ECONOMY;office supplies and fasteners;OIC Paper Clips, Assorted Sizes;$12;2
9/6/12;Mike Obrien;Sweden;Uppsala;ECONOMY;office supplies and paper;Enermax Memo Slips, Recycled;$8;1
9/6/12;Mike Obrien;Sweden;Uppsala;ECONOMY;office supplies and paper;Enermax Note Cards, Premium;$60;4
9/6/12;Mike Obrien;Sweden;Uppsala;ECONOMY;technology and phones;Nokia Speaker Phone, Full Size;$249;4
11/6/12;Charles Carey;France;Lyon;ECONOMY;furniture and bookcases;Safco Floating Shelf Set, Pine;$357;2
11/6/12;Daniel Lucas;Germany;Marl;ECONOMY;office supplies and storage;Eldon Shelving, Blue;$87;2
11/6/12;Corey Browne;Germany;Munich;ECONOMY;office supplies and art;Stanley Pens, Water Color;$53;4
11/6/12;Bryce Efird;Austria;Vienna;ECONOMY;office supplies and art;Binney & Smith Pens, Water Color;$30;2
11/6/12;Bryce Efird;Austria;Vienna;ECONOMY;office supplies and storage;Tenex File Cart, Industrial;$402;3
11/6/12;Edward Dolling;Portugal;Feira;ECONOMY;technology and phones;Samsung Signal Booster, with Caller ID;$341;5
11/6/12;Aidan Rowe;Netherlands;Rotterdam;ECONOMY;furniture and chairs;Office Star Steel Folding Chair, Red;$183;4
11/6/12;Aidan Rowe;Netherlands;Rotterdam;ECONOMY;office supplies and binders;Wilson Jones Binder, Recycled;$47;7
11/6/12;Robert Barnes;United Kingdom;Blackburn;ECONOMY;office supplies and storage;Eldon Box, Single Width;$21;2
12/6/12;Mark Briggs;Germany;Munster;ECONOMY;office supplies and storage;Eldon Lockers, Industrial;$714;4
12/6/12;Mark Briggs;Germany;Munster;ECONOMY;technology and copiers;Hewlett Fax Machine, Laser;$320;1
12/6/12;Bryce Efird;Italy;Reggio nell'Emilia;ECONOMY;furniture and chairs;Novimex Bag Chairs, Set of Two;$96;5
12/6/12;Bryce Efird;Italy;Reggio nell'Emilia;ECONOMY;office supplies and storage;Eldon File Cart, Single Width;$154;2
12/6/12;Bryce Efird;Italy;Reggio nell'Emilia;ECONOMY;office supplies and storage;Rogers Trays, Blue;$37;1
13/6/12;Alfonso Gomez;Spain;San Sebastian;PLUS;office supplies and art;Stanley Pencil Sharpener, Water Color;$84;3
13/6/12;Jade Daniels;France;Montpellier;ECONOMY;technology and accessories;Logitech Keyboard, Erganomic;$492;7
13/6/12;Jade Daniels;France;Montpellier;ECONOMY;technology and phones;Motorola Office Telephone, Full Size;$373;6
14/6/12;Gary Crume;France;Bayonne;ECONOMY;office supplies and storage;Smead Box, Single Width;$39;4
14/6/12;Samantha Reynell;France;Massy;PLUS;office supplies and binders;Ibico Binder Covers, Clear;$92;7
14/6/12;Samantha Reynell;France;Massy;PLUS;office supplies and labels;Harbour Creations Round Labels, Alphabetical;$59;9
14/6/12;Samantha Reynell;France;Massy;PLUS;office supplies and storage;Eldon Folders, Single Width;$61;4
14/6/12;Samantha Reynell;France;Massy;PLUS;office supplies and storage;Smead Shelving, Wire Frame;$130;3
14/6/12;Samantha Reynell;France;Massy;PLUS;office supplies and supplies;Acme Box Cutter, High Speed;$113;3
14/6/12;Samantha Reynell;France;Massy;PLUS;technology and accessories;Logitech Numeric Keypad, Erganomic;$397;9
15/6/12;Maddison Newman;Italy;Aprilia;ECONOMY;office supplies and paper;Xerox Cards & Envelopes, Recycled;$135;3
15/6/12;Maddison Newman;Italy;Aprilia;ECONOMY;office supplies and storage;Fellowes Box, Wire Frame;$56;5
15/6/12;Ryan Ackland;France;Paris;ECONOMY;office supplies and storage;Fellowes File Cart, Industrial;$248;2
15/6/12;Scarlett Truchanas;France;Mont-de-Marsan;IMMEDIATE;office supplies and art;Stanley Pencil Sharpener, Water Color;$28;1
15/6/12;Scarlett Truchanas;France;Mont-de-Marsan;IMMEDIATE;office supplies and binders;Acco 3-Hole Punch, ECONOMY;$90;3
15/6/12;Scarlett Truchanas;France;Mont-de-Marsan;IMMEDIATE;technology and accessories;Belkin Memory Card, Bluetooth;$230;2
15/6/12;Scarlett Truchanas;France;Mont-de-Marsan;IMMEDIATE;technology and accessories;Logitech Router, Erganomic;$981;4
15/6/12;Viola Watson;United Kingdom;Birmingham;ECONOMY;furniture and chairs;Office Star Bag Chairs, Black;$27;1
15/6/12;Viola Watson;United Kingdom;Birmingham;ECONOMY;office supplies and binders;Acco Binder Covers, Durable;$37;5
15/6/12;Viola Watson;United Kingdom;Birmingham;ECONOMY;technology and phones;Apple Headset, with Caller ID;$73;2
15/6/12;Nelson Olsen;Netherlands;Rotterdam;ECONOMY;office supplies and art;Boston Sketch Pad, Easy-Erase;$49;2
15/6/12;Nelson Olsen;Netherlands;Rotterdam;ECONOMY;technology and accessories;Memorex Numeric Keypad, USB;$86;4
16/6/12;Thomas Thompson;Germany;Brandenburg;PRIORITY;office supplies and envelopes;Cameo Clasp Envelope, Security-Tint;$36;3
16/6/12;Steven Cordoba;Germany;Remscheid;ECONOMY;office supplies and binders;Cardinal Hole Reinforcements, Clear;$24;5
16/6/12;Ginger Owens;Italy;Velletri;ECONOMY;furniture and bookcases;Bush Library with Doors, Metal;$2.546;7
16/6/12;Ginger Owens;Italy;Velletri;ECONOMY;office supplies and envelopes;Jiffy Business Envelopes, Security-Tint;$48;3
16/6/12;Ginger Owens;Italy;Velletri;ECONOMY;office supplies and storage;Fellowes Trays, Blue;$138;4
16/6/12;Ginger Owens;Italy;Velletri;ECONOMY;office supplies and supplies;Acme Scissors, Easy Grip;$108;4
16/6/12;Ginger Owens;Italy;Velletri;ECONOMY;office supplies and supplies;Stiletto Ruler, Serrated;$46;4
18/6/12;Libby McDonald;United Kingdom;Bradford;PLUS;furniture and furnishings;Deflect-O Stacking Tray, Durable;$53;3
18/6/12;Libby McDonald;United Kingdom;Bradford;PLUS;office supplies and envelopes;Ames Interoffice Envelope, Security-Tint;$95;2
18/6/12;Libby McDonald;United Kingdom;Bradford;PLUS;technology and copiers;HP Fax Machine, Laser;$900;3
18/6/12;Libby McDonald;United Kingdom;Bradford;PLUS;technology and phones;Motorola Signal Booster, VoIP;$716;5
18/6/12;Sharon Kerley;United Kingdom;Wolverhampton;ECONOMY;furniture and chairs;Hon Steel Folding Chair, Set of Two;$586;7
18/6/12;Sharon Kerley;United Kingdom;Wolverhampton;ECONOMY;office supplies and art;Sanford Markers, Water Color;$79;3
18/6/12;Sharon Kerley;United Kingdom;Wolverhampton;ECONOMY;office supplies and envelopes;Cameo Clasp Envelope, Security-Tint;$36;3
18/6/12;Jose Gullo;Germany;Frankfurt;ECONOMY;office supplies and storage;Fellowes Trays, Wire Frame;$152;3
18/6/12;Jose Gullo;Germany;Frankfurt;ECONOMY;technology and copiers;Hewlett Copy Machine, Color;$530;2
18/6/12;Jose Gullo;Germany;Frankfurt;ECONOMY;technology and copiers;Sharp Copy Machine, Laser;$717;3
18/6/12;Jose Gullo;Germany;Frankfurt;ECONOMY;technology and phones;Motorola Office Telephone, Full Size;$365;5
18/6/12;William Horton;France;Lens;PLUS;furniture and chairs;Hon Rocking Chair, Adjustable;$120;1
18/6/12;William Horton;France;Lens;PLUS;furniture and tables;Barricks Conference Table, Adjustable Height;$2.364;4
18/6/12;William Horton;France;Lens;PLUS;office supplies and labels;Novimex Shipping Labels, Alphabetical;$43;4
19/6/12;Angus De Groot;Germany;Duisburg;ECONOMY;furniture and furnishings;Deflect-O Clock, Durable;$142;3
19/6/12;Angus De Groot;Germany;Duisburg;ECONOMY;furniture and furnishings;Eldon Door Stop, Duo Pack;$151;3
19/6/12;Angus De Groot;Germany;Duisburg;ECONOMY;office supplies and binders;Ibico Hole Reinforcements, Clear;$13;2
19/6/12;Angus De Groot;Germany;Duisburg;ECONOMY;office supplies and storage;Tenex Shelving, Single Width;$49;1
19/6/12;Angus De Groot;Germany;Duisburg;ECONOMY;office supplies and supplies;Kleencut Scissors, Steel;$43;2
19/6/12;Holly Noble;France;Le Bouscat;IMMEDIATE;office supplies and appliances;Hamilton Beach Stove, Silver;$2.444;5
19/6/12;Holly Noble;France;Le Bouscat;IMMEDIATE;office supplies and art;Binney & Smith Pens, Easy-Erase;$12;1
19/6/12;Holly Noble;France;Le Bouscat;IMMEDIATE;office supplies and labels;Hon Color Coded Labels, Alphabetical;$25;2
19/6/12;Holly Noble;France;Le Bouscat;IMMEDIATE;office supplies and storage;Rogers Folders, Blue;$138;5
19/6/12;Holly Noble;France;Le Bouscat;IMMEDIATE;technology and phones;Samsung Smart Phone, Full Size;$2.167;4
19/6/12;Rachel Goddard;Austria;Vienna;ECONOMY;office supplies and labels;Novimex File Folder Labels, Alphabetical;$24;3
19/6/12;Rachel Goddard;Austria;Vienna;ECONOMY;technology and phones;Motorola Headset, Cordless;$248;3
19/6/12;Riley Howells;Belgium;Antwerp;PRIORITY;office supplies and binders;Wilson Jones 3-Hole Punch, Recycled;$198;7
19/6/12;Dominic Jordan;Germany;Hamburg;ECONOMY;furniture and chairs;Harbour Creations Executive Leather Armchair, Adjustable;$2.571;6
20/6/12;Mason Adams;France;Aubervilliers;ECONOMY;office supplies and binders;Acco Hole Reinforcements, Recycled;$21;3
20/6/12;John Town;France;Nantes;ECONOMY;office supplies and binders;Cardinal Binder Covers, Clear;$34;3
20/6/12;John Town;France;Nantes;ECONOMY;technology and phones;Nokia Smart Phone, Full Size;$1.081;2
20/6/12;Gail Thompson;Spain;Fuengirola;ECONOMY;office supplies and art;Stanley Highlighters, Fluorescent;$96;6
20/6/12;Aidan Hayward;France;Arras;PLUS;furniture and bookcases;Dania Classic Bookcase, Metal;$2.584;7
20/6/12;Laura Akhtar;Spain;El Escorial;ECONOMY;office supplies and appliances;Hoover Toaster, White;$164;2
20/6/12;Kyle Beard;Spain;Jerez de la Frontera;PLUS;furniture and bookcases;Safco Stackable Bookrack, Traditional;$297;2
20/6/12;Julie Ochoa;Netherlands;Alphen aan den Rijn;ECONOMY;office supplies and fasteners;Advantus Paper Clips, Bulk Pack;$14;2
21/6/12;Joel Ortega;Austria;Vienna;ECONOMY;office supplies and supplies;Fiskars Shears, Steel;$94;2
21/6/12;Amy Pritchard;United Kingdom;Kingswood;ECONOMY;furniture and bookcases;Dania Corner Shelving, Traditional;$610;5
21/6/12;Amy Pritchard;United Kingdom;Kingswood;ECONOMY;technology and copiers;Sharp Personal Copier, Laser;$120;1
21/6/12;Lilian Macredie;Germany;Herne;ECONOMY;office supplies and binders;Cardinal 3-Hole Punch, ECONOMY;$144;5
21/6/12;Lilian Macredie;Germany;Herne;ECONOMY;office supplies and envelopes;Kraft Interoffice Envelope, Security-Tint;$99;2
21/6/12;Jonathan Franklin;Spain;Torrevieja;ECONOMY;office supplies and supplies;Stiletto Box Cutter, Steel;$212;6
